,pred_Y,pred_Y_ratio,raw_Y,raw_lag,target_Y_ratio,cost,revenue,profit,benchmark_profit
547,6125.544578790665,0.121278524,5531,5463.0,0.012,12251.08915758133,16593.0,4341.910842418671,5463.0
548,6854.03181385994,0.20521039,6227,5687.0,0.095,13708.06362771988,18681.0,4972.936372280121,5687.0
549,6371.896342754364,0.15203327,6660,5531.0,0.204,12743.792685508728,19115.689028263092,6371.896342754364,5531.0
550,6505.056819438934,0.044653416,7403,6227.0,0.189,13010.113638877869,19515.170458316803,6505.056819438934,6227.0
551,6002.939933538437,-0.09865767,6241,6660.0,-0.063,12005.879867076874,18008.81980061531,6002.939933538437,5403.0
552,6410.909283399582,-0.13401198,6207,7403.0,-0.162,12821.818566799164,18621.0,5799.181433200836,3815.0
553,6379.638661623001,0.022214144,4840,6241.0,-0.224,12759.277323246002,14520.0,1760.7226767539978,2038.0
554,6063.279296278954,-0.023154616,4672,6207.0,-0.247,12126.558592557907,14016.0,1889.441407442093,1602.0
555,5104.798278808594,0.05471033,6569,4840.0,0.357,10209.596557617188,15314.394836425781,5104.798278808594,4840.0
556,5456.159637451172,0.16784236,6290,4672.0,0.346,10912.319274902344,16368.478912353516,5456.159637451172,4672.0
557,6499.636998593807,-0.010559142,7264,6569.0,0.106,12999.273997187614,19498.91099578142,6499.636998593807,6569.0
558,6499.520250558853,0.033310086,7446,6290.0,0.184,12999.040501117706,19498.56075167656,6499.520250558853,6290.0
559,6338.027925491333,-0.12747413,7499,7264.0,0.032,12676.055850982666,19014.083776474,6338.027925491333,7264.0
560,5983.872876048088,-0.1963641,6969,7446.0,-0.064,11967.745752096176,17951.618628144264,5983.872876048088,6015.0
561,6478.310604810715,-0.13611007,6031,7499.0,-0.196,12956.62120962143,18093.0,5136.378790378571,3095.0
562,6330.0767476558685,-0.091680765,6830,6969.0,-0.02,12660.153495311737,18990.230242967606,6330.0767476558685,6552.0
563,6528.633593797684,0.08251265,6786,6031.0,0.125,13057.267187595367,19585.90078139305,6528.633593797684,6031.0
564,6187.944706082344,-0.09400517,5713,6830.0,-0.164,12375.889412164688,17139.0,4763.110587835312,3479.0
565,6317.27411699295,-0.069072485,6591,6786.0,-0.029,12634.5482339859,18951.82235097885,6317.27411699295,6201.0
566,5196.11244904995,-0.09047568,5870,5713.0,0.027,10392.2248980999,15588.337347149849,5196.11244904995,5713.0
567,4123.591111421585,-0.37436032,4459,6591.0,-0.323,8247.18222284317,12370.773334264755,4123.591111421585,195.0
568,6074.66467499733,0.034866214,7410,5870.0,0.262,12149.32934999466,18223.99402499199,6074.66467499733,5870.0
569,5878.967902779579,0.31844985,6966,4459.0,0.562,11757.935805559158,17636.903708338737,5878.967902779579,4459.0
570,6365.260868668556,-0.14099044,7592,7410.0,0.025,12730.521737337112,19095.78260600567,6365.260868668556,7410.0
571,6775.643016815186,-0.027326584,8173,6966.0,0.173,13551.286033630371,20326.929050445557,6775.643016815186,6966.0
572,6566.379121303558,-0.13509232,6861,7592.0,-0.096,13132.758242607117,19699.137363910675,6566.379121303558,5399.0
573,7039.494466781616,-0.13868904,6904,8173.0,-0.155,14078.988933563232,20712.0,6633.011066436768,4366.0
574,6562.476527452469,-0.0435102,6685,6861.0,-0.026,13124.953054904938,19687.429582357407,6562.476527452469,6333.0
575,6792.411529541016,-0.016162872,6597,6904.0,-0.044,13584.823059082031,19791.0,6206.176940917969,5983.0
576,6947.0707803964615,0.03920278,7105,6685.0,0.063,13894.141560792923,20841.212341189384,6947.0707803964615,6685.0
577,6778.14168548584,0.027458161,7216,6597.0,0.094,13556.28337097168,20334.42505645752,6778.14168548584,6597.0
578,6808.317450284958,-0.04175687,7580,7105.0,0.067,13616.634900569916,20424.952350854874,6808.317450284958,7105.0
579,6429.8880615234375,-0.108940125,7261,7216.0,0.006,12859.776123046875,19289.664184570312,6429.8880615234375,7216.0
580,6132.558064460754,-0.1909554,7175,7580.0,-0.053,12265.116128921509,18397.674193382263,6132.558064460754,6365.0
581,6408.280385017395,-0.11743832,6824,7261.0,-0.06,12816.56077003479,19224.841155052185,6408.280385017395,5950.0
582,6890.052202343941,-0.03971398,5464,7175.0,-0.238,13780.104404687881,16392.0,2611.8955953121185,2042.0
583,5826.9937744140625,-0.1461029,7013,6824.0,0.028,11653.987548828125,17480.981323242188,5826.9937744140625,6824.0
584,5822.685470581055,0.06564519,7273,5464.0,0.331,11645.37094116211,17468.056411743164,5822.685470581055,5464.0
585,5908.985258758068,-0.15742403,7534,7013.0,0.074,11817.970517516136,17726.955776274204,5908.985258758068,7013.0
586,6581.0560267567635,-0.09513873,7286,7273.0,0.002,13162.112053513527,19743.16808027029,6581.0560267567635,7273.0
587,5830.569577336311,-0.22609907,5786,7534.0,-0.232,11661.139154672623,17358.0,5696.860845327377,2290.0
588,6192.387521147728,-0.15009779,6299,7286.0,-0.135,12384.775042295456,18577.162563443184,6192.387521147728,4325.0
589,7308.726473331451,0.26317436,6544,5786.0,0.131,14617.452946662903,19632.0,5014.547053337097,5786.0
590,7510.940981626511,0.19240218,6883,6299.0,0.093,15021.881963253021,20649.0,5627.118036746979,6299.0
591,6563.766315460205,0.0030205548,6784,6544.0,0.037,13127.53263092041,19691.298946380615,6563.766315460205,6544.0
592,6839.724674165249,-0.0062872767,7347,6883.0,0.067,13679.449348330498,20519.174022495747,6839.724674165249,6883.0
593,6904.729949951172,0.017796278,7605,6784.0,0.121,13809.459899902344,20714.189849853516,6904.729949951172,6784.0
594,7031.5411267876625,-0.0429371,7148,7347.0,-0.027,14063.082253575325,21094.623380362988,7031.5411267876625,6750.0
595,7140.11868596077,-0.061128378,7865,7605.0,0.034,14280.23737192154,21420.35605788231,7140.11868596077,7605.0
596,6152.840106964111,-0.13922215,4549,7148.0,-0.364,12305.680213928223,13647.0,1341.3197860717773,-649.0
597,6746.236554086208,-0.14224583,6530,7865.0,-0.17,13492.473108172417,19590.0,6097.526891827583,3860.0
598,6797.8505536317825,0.49436155,7006,4549.0,0.54,13595.701107263565,20393.551660895348,6797.8505536317825,4549.0
599,6614.314031600952,0.012911767,7375,6530.0,0.129,13228.628063201904,19842.942094802856,6614.314031600952,6530.0
600,6882.884821772575,-0.01757282,7765,7006.0,0.108,13765.76964354515,20648.654465317726,6882.884821772575,7006.0
601,6783.947758376598,-0.08014268,7582,7375.0,0.028,13567.895516753197,20351.843275129795,6783.947758376598,7375.0
602,6047.371437847614,-0.22120136,6053,7765.0,-0.22,12094.742875695229,18142.114313542843,6047.371437847614,2629.0
603,6118.435243964195,-0.19303149,5255,7582.0,-0.307,12236.87048792839,15765.0,3528.1295120716095,601.0
604,7148.263927698135,0.1809457,6917,6053.0,0.143,14296.52785539627,20751.0,6454.472144603729,6053.0
605,6464.398075342178,0.23014233,7040,5255.0,0.34,12928.796150684357,19393.194226026535,6464.398075342178,5255.0
