,pred_Y,pred_Y_ratio,raw_Y,raw_lag,target_Y_ratio,cost,revenue,profit,benchmark_profit
547,6422.1415758132935,0.17557055,5531,5463.0,0.012,12844.283151626587,16593.0,3748.716848373413,5463.0
548,6765.533104658127,0.18964888,6227,5687.0,0.095,13531.066209316254,18681.0,5149.933790683746,5687.0
549,6420.184908270836,0.16076382,6660,5531.0,0.204,12840.369816541672,19260.554724812508,6420.184908270836,5531.0
550,6579.347829341888,0.056583926,7403,6227.0,0.189,13158.695658683777,19738.043488025665,6579.347829341888,6227.0
551,7071.045763492584,0.06171861,6241,6660.0,-0.063,14142.091526985168,18723.0,4580.9084730148315,5403.0
552,7734.400557279587,0.04476577,6207,7403.0,-0.162,15468.801114559174,18621.0,3152.1988854408264,3815.0
553,7011.265708446503,0.12342025,4840,6241.0,-0.224,14022.531416893005,14520.0,497.46858310699463,2038.0
554,6483.026475548744,0.04447021,4672,6207.0,-0.247,12966.052951097488,14016.0,1049.9470489025116,1602.0
555,4508.889064788818,-0.068411335,6569,4840.0,0.357,9017.778129577637,13526.667194366455,4508.889064788818,4840.0
556,4749.701736450195,0.016631313,6290,4672.0,0.346,9499.40347290039,14249.105209350586,4749.701736450195,4672.0
557,6766.495027661324,0.030064756,7264,6569.0,0.106,13532.990055322647,20299.48508298397,6766.495027661324,6569.0
558,6545.704309940338,0.04065252,7446,6290.0,0.184,13091.408619880676,19637.112929821014,6545.704309940338,6290.0
559,7257.544445037842,-0.0008886866,7499,7264.0,0.032,14515.088890075684,21772.633335113525,7257.544445037842,7264.0
560,6413.157187700272,-0.1387111,6969,7446.0,-0.064,12826.314375400543,19239.471563100815,6413.157187700272,6015.0
561,7224.422668516636,-0.036615174,6031,7499.0,-0.196,14448.845337033272,18093.0,3644.154662966728,3095.0
562,6866.984408318996,-0.01463851,6830,6969.0,-0.02,13733.968816637993,20490.0,6756.031183362007,6552.0
563,6836.814193367958,0.13361204,6786,6031.0,0.125,13673.628386735916,20358.0,6684.371613264084,6031.0
564,7085.74004650116,0.037443656,5713,6830.0,-0.164,14171.48009300232,17139.0,2967.5199069976807,3479.0
565,6859.1019587516785,0.010772426,6591,6786.0,-0.029,13718.203917503357,19773.0,6054.796082496643,6201.0
566,4477.932520985603,-0.21618544,5870,5713.0,0.027,8955.865041971207,13433.79756295681,4477.932520985603,5713.0
567,3465.0389859080315,-0.4742772,4459,6591.0,-0.323,6930.077971816063,10395.116957724094,3465.0389859080315,195.0
568,5601.562131643295,-0.045730498,7410,5870.0,0.262,11203.12426328659,16804.686394929886,5601.562131643295,5870.0
569,6629.164728403091,0.4866932,6966,4459.0,0.562,13258.329456806183,19887.494185209274,6629.164728403091,4459.0
570,7492.471350431442,0.011129733,7592,7410.0,0.025,14984.942700862885,22477.414051294327,7492.471350431442,7410.0
571,7308.523322582245,0.049170706,8173,6966.0,0.173,14617.04664516449,21925.569967746735,7308.523322582245,6966.0
572,7689.17381477356,0.0127995275,6861,7592.0,-0.096,15378.34762954712,20583.0,5204.652370452881,5399.0
573,8123.026331424713,-0.006114453,6904,8173.0,-0.155,16246.052662849426,20712.0,4465.947337150574,4366.0
574,6983.291650772095,0.017824113,6685,6861.0,-0.026,13966.58330154419,20055.0,6088.416698455811,6333.0
575,6922.503979682922,0.0026802123,6597,6904.0,-0.044,13845.007959365845,19791.0,5945.992040634155,5983.0
576,6518.93385976553,-0.024841625,7105,6685.0,0.063,13037.86771953106,19556.80157929659,6518.93385976553,6685.0
577,6554.470600426197,-0.0064467676,7216,6597.0,0.094,13108.941200852394,19663.41180127859,6554.470600426197,6597.0
578,7116.084453463554,0.0015600882,7580,7105.0,0.067,14232.168906927109,21348.253360390663,7116.084453463554,7105.0
579,7167.33510017395,-0.0067440383,7261,7216.0,0.006,14334.6702003479,21502.00530052185,7167.33510017395,7216.0
580,7082.816774845123,-0.06559144,7175,7580.0,-0.053,14165.633549690247,21248.45032453537,7082.816774845123,6365.0
581,7463.2389895915985,0.027852738,6824,7261.0,-0.06,14926.477979183197,20472.0,5545.522020816803,5950.0
582,7076.11910700798,-0.013781313,5464,7175.0,-0.238,14152.23821401596,16392.0,2239.7617859840393,2042.0
583,6275.612816333771,-0.080361545,7013,6824.0,0.028,12551.225632667542,18826.838449001312,6275.612816333771,6824.0
584,5325.886696338654,-0.02527697,7273,5464.0,0.331,10651.773392677307,15977.66008901596,5325.886696338654,5464.0
585,6818.282551109791,-0.027765233,7534,7013.0,0.074,13636.565102219582,20454.847653329372,6818.282551109791,7013.0
586,7264.238872408867,-0.0012046099,7286,7273.0,0.002,14528.477744817734,21792.7166172266,7264.238872408867,7273.0
587,6596.277631640434,-0.12446539,5786,7534.0,-0.232,13192.555263280869,17358.0,4165.4447367191315,2290.0
588,6349.213210344315,-0.12857354,6299,7286.0,-0.135,12698.42642068863,18897.0,6198.573579311371,4325.0
589,6487.016761302948,0.12115739,6544,5786.0,0.131,12974.033522605896,19461.050283908844,6487.016761302948,5786.0
590,6818.79052734375,0.08251955,6883,6299.0,0.093,13637.5810546875,20456.37158203125,6818.79052734375,6299.0
591,6627.232585906982,0.012718953,6784,6544.0,0.037,13254.465171813965,19881.697757720947,6627.232585906982,6544.0
592,6990.097231388092,0.015559725,7347,6883.0,0.067,13980.194462776184,20970.291694164276,6990.097231388092,6883.0
593,7038.096084594727,0.03745525,7605,6784.0,0.121,14076.192169189453,21114.28825378418,7038.096084594727,6784.0
594,7386.757456541061,0.00541142,7148,7347.0,-0.027,14773.514913082123,21444.0,6670.485086917877,6750.0
595,7307.9301407933235,-0.03906245,7865,7605.0,0.034,14615.860281586647,21923.79042237997,7307.9301407933235,7605.0
596,5867.5479571819305,-0.1791343,4549,7148.0,-0.364,11735.095914363861,13647.0,1911.904085636139,-649.0
597,6386.12432539463,-0.18803254,6530,7865.0,-0.17,12772.24865078926,19158.37297618389,6386.12432539463,3860.0
598,6150.040296912193,0.3519543,7006,4549.0,0.54,12300.080593824387,18450.12089073658,6150.040296912193,4549.0
599,6675.25861620903,0.022244763,7375,6530.0,0.129,13350.51723241806,20025.77584862709,6675.25861620903,6530.0
600,7051.234199285507,0.006456472,7765,7006.0,0.108,14102.468398571014,21153.70259785652,7051.234199285507,7006.0
601,7021.147862076759,-0.047979925,7582,7375.0,0.028,14042.295724153519,21063.443586230278,7021.147862076759,7375.0
602,6489.855957627296,-0.16421686,6053,7765.0,-0.22,12979.711915254593,18159.0,5179.288084745407,2629.0
603,5575.534065961838,-0.26463544,5255,7582.0,-0.307,11151.068131923676,15765.0,4613.9318680763245,601.0
604,6082.656684398651,0.004899483,6917,6053.0,0.143,12165.313368797302,18247.970053195953,6082.656684398651,6053.0
605,5969.2473220825195,0.13591762,7040,5255.0,0.34,11938.494644165039,17907.74196624756,5969.2473220825195,5255.0
606,7118.008887052536,0.029060164,7697,6917.0,0.113,14236.017774105072,21354.026661157608,7118.008887052536,6917.0
607,7158.488006591797,0.016830731,7713,7040.0,0.096,14316.976013183594,21475.46401977539,7158.488006591797,7040.0
608,7877.547998785973,0.023456952,7350,7697.0,-0.045,15755.095997571945,22050.0,6294.904002428055,6656.0
609,7246.210670828819,-0.06051979,6140,7713.0,-0.204,14492.421341657639,18420.0,3927.5786583423615,2994.0
610,5560.123461484909,-0.24352063,5810,7350.0,-0.21,11120.246922969818,16680.370384454727,5560.123461484909,2730.0
611,5733.296203613281,-0.06623837,6034,6140.0,-0.017,11466.592407226562,17199.888610839844,5733.296203613281,5822.0
612,5848.117569684982,0.006560702,6864,5810.0,0.181,11696.235139369965,17544.352709054947,5848.117569684982,5810.0
613,6084.471024990082,0.008364465,7112,6034.0,0.179,12168.942049980164,18253.413074970245,6084.471024990082,6034.0
614,5732.662322044373,-0.16482194,6203,6864.0,-0.096,11465.324644088745,17197.986966133118,5732.662322044373,4881.0
615,6788.981078147888,-0.045418855,7504,7112.0,0.055,13577.962156295776,20366.943234443665,6788.981078147888,7112.0
616,5133.060054063797,-0.1724875,5976,6203.0,-0.037,10266.120108127594,15399.180162191391,5133.060054063797,5522.0
617,6821.574173927307,-0.09094162,8227,7504.0,0.096,13643.148347854614,20464.72252178192,6821.574173927307,7504.0
618,6057.751567840576,0.013679925,7525,5976.0,0.259,12115.503135681152,18173.25470352173,6057.751567840576,5976.0
619,7936.292054235935,-0.035335843,7767,8227.0,-0.056,15872.58410847187,23301.0,7428.41589152813,6847.0
620,7548.818469047546,0.0031652935,7870,7525.0,0.046,15097.636938095093,22646.45540714264,7548.818469047546,7525.0
621,7387.026511609554,-0.04892153,7804,7767.0,0.005,14774.053023219109,22161.079534828663,7387.026511609554,7767.0
622,7489.055530428886,-0.04840463,8009,7870.0,0.018,14978.111060857773,22467.16659128666,7489.055530428886,7870.0
623,7714.507966995239,-0.011467475,8714,7804.0,0.117,15429.015933990479,23143.523900985718,7714.507966995239,7804.0
624,7326.478914380074,-0.085219264,7333,8009.0,-0.084,14652.957828760147,21979.43674314022,7326.478914380074,5981.0
625,6465.025387048721,-0.25808752,6869,8714.0,-0.212,12930.050774097443,19395.076161146164,6465.025387048721,3179.0
626,5991.769738852978,-0.18290333,4073,7333.0,-0.445,11983.539477705956,12219.0,235.4605222940445,-2447.0
627,6728.388135552406,-0.020470504,7591,6869.0,0.105,13456.776271104813,20185.16440665722,6728.388135552406,6869.0
628,6700.356824398041,0.64506674,7720,4073.0,0.895,13400.713648796082,20101.070473194122,6700.356824398041,4073.0
629,7549.432152211666,-0.005475942,8167,7591.0,0.076,15098.864304423332,22648.296456635,7549.432152211666,7591.0
630,7785.222277641296,0.008448429,8395,7720.0,0.087,15570.444555282593,23355.66683292389,7785.222277641296,7720.0
631,7334.430414319038,-0.10194312,7907,8167.0,-0.032,14668.860828638077,22003.291242957115,7334.430414319038,7387.0
632,7848.948233127594,-0.06504485,7436,8395.0,-0.114,15697.896466255188,22308.0,6610.103533744812,5518.0
633,8086.034194111824,0.022642497,7538,7907.0,-0.047,16172.068388223648,22614.0,6441.931611776352,6800.0
634,7922.874662876129,0.06547531,7733,7436.0,0.04,15845.749325752258,23199.0,7353.250674247742,7436.0
635,6938.428271055222,-0.07953991,7393,7538.0,-0.019,13876.856542110443,20815.284813165665,6938.428271055222,7103.0
636,6646.798280179501,-0.14046316,7415,7733.0,-0.041,13293.596560359001,19940.3948405385,6646.798280179501,6779.0
637,7147.244191706181,-0.033241678,8555,7393.0,0.157,14294.488383412361,21441.73257511854,7147.244191706181,7393.0
638,7085.20977884531,-0.04447611,6889,7415.0,-0.071,14170.41955769062,20667.0,6496.58044230938,5837.0
639,6755.814418792725,-0.21030806,6778,8555.0,-0.208,13511.62883758545,20267.443256378174,6755.814418792725,3224.0
640,5192.482508420944,-0.24626468,4639,6889.0,-0.327,10384.965016841888,13917.0,3532.0349831581116,139.0
641,6408.120369553566,-0.054570604,7572,6778.0,0.117,12816.240739107132,19224.361108660698,6408.120369553566,6778.0
642,5746.858128905296,0.23881403,7328,4639.0,0.58,11493.716257810593,17240.57438671589,5746.858128905296,4639.0
643,7344.508040428162,-0.030043866,8156,7572.0,0.077,14689.016080856323,22033.524121284485,7344.508040428162,7572.0
644,6906.007066726685,-0.057586346,7965,7328.0,0.087,13812.01413345337,20718.021200180054,6906.007066726685,7328.0
645,4634.411228179932,-0.4317789,3510,8156.0,-0.57,9268.822456359863,10530.0,1261.1775436401367,-5782.0
646,5022.138215303421,-0.3694742,5478,7965.0,-0.312,10044.276430606842,15066.414645910263,5022.138215303421,504.0
647,6710.203860998154,0.911739,6392,3510.0,0.821,13420.407721996307,19176.0,5755.592278003693,3510.0
648,6290.935574054718,0.14840005,7691,5478.0,0.404,12581.871148109436,18872.806722164154,6290.935574054718,5478.0
649,6430.727165222168,0.0060587004,7570,6392.0,0.184,12861.454330444336,19292.181495666504,6430.727165222168,6392.0
650,7609.436658799648,-0.010605056,7282,7691.0,-0.053,15218.873317599297,21846.0,6627.126682400703,6464.0
651,7023.39591383934,-0.0722066,7109,7570.0,-0.061,14046.79182767868,21070.18774151802,7023.39591383934,6187.0
652,7690.664380788803,0.056119755,6639,7282.0,-0.088,15381.328761577606,19917.0,4535.671238422394,5353.0
653,6449.224056184292,-0.09280856,5875,7109.0,-0.174,12898.448112368584,17625.0,4726.551887631416,3407.0
654,6357.983616113663,-0.042328108,7534,6639.0,0.135,12715.967232227325,19073.950848340988,6357.983616113663,6639.0
655,5678.905621170998,-0.033377793,7461,5875.0,0.27,11357.811242341995,17036.716863512993,5678.905621170998,5875.0
656,6849.755724072456,-0.090820864,7509,7534.0,-0.003,13699.511448144913,20549.26717221737,6849.755724072456,7459.0
657,6169.547189712524,-0.17309378,5424,7461.0,-0.273,12339.094379425049,16272.0,3932.905620574951,1350.0
658,6749.6237161159515,-0.1011288,8090,7509.0,0.077,13499.247432231903,20248.871148347855,6749.6237161159515,7509.0
659,5914.337253570557,0.090401456,6824,5424.0,0.258,11828.674507141113,17743.01176071167,5914.337253570557,5424.0
660,7594.8175573349,-0.06120922,7058,8090.0,-0.128,15189.6351146698,21174.0,5984.3648853302,4994.0
661,7097.455965042114,0.040072642,7466,6824.0,0.094,14194.911930084229,21292.367895126343,7097.455965042114,6824.0
662,7306.310343503952,0.035181433,7693,7058.0,0.09,14612.620687007904,21918.931030511856,7306.310343503952,7058.0
663,5734.161729931831,-0.23196332,7359,7466.0,-0.014,11468.323459863663,17202.485189795494,5734.161729931831,7145.0
