,pred_Y,pred_Y_ratio,raw_Y,raw_lag,target_Y_ratio,cost,revenue,profit,benchmark_profit
547,6477.551709651947,0.18571329,5531,5463.0,0.012,12955.103419303894,16593.0,3637.896580696106,5463.0
548,6831.993913292885,0.20133527,6227,5687.0,0.095,13663.98782658577,18681.0,5017.01217341423,5687.0
549,6463.30947136879,0.16856074,6660,5531.0,0.204,12926.61894273758,19389.92841410637,6463.30947136879,5531.0
550,6563.803727149963,0.05408764,7403,6227.0,0.189,13127.607454299927,19691.41118144989,6563.803727149963,6227.0
551,6946.610126495361,0.043034583,6241,6660.0,-0.063,13893.220252990723,18723.0,4829.779747009277,5403.0
552,7503.6171988248825,0.013591442,6207,7403.0,-0.162,15007.234397649765,18621.0,3613.765602350235,3815.0
553,6983.524733185768,0.118975304,4840,6241.0,-0.224,13967.049466371536,14520.0,552.9505336284637,2038.0
554,6524.4641507864,0.05114612,4672,6207.0,-0.247,13048.9283015728,14016.0,967.0716984272003,1602.0
555,4910.136833190918,0.014491044,6569,4840.0,0.357,9820.273666381836,14730.410499572754,4910.136833190918,4840.0
556,5054.017478942871,0.08176749,6290,4672.0,0.346,10108.034957885742,15162.052436828613,5054.017478942871,4672.0
557,6742.9280598163605,0.026477043,7264,6569.0,0.106,13485.856119632721,20228.78417944908,6742.9280598163605,6569.0
558,6557.760769128799,0.042569224,7446,6290.0,0.184,13115.521538257599,19673.2823073864,6557.760769128799,6290.0
559,7060.0295753479,-0.028079642,7499,7264.0,0.032,14120.0591506958,21180.0887260437,7060.0295753479,7264.0
560,6399.101529121399,-0.14059879,6969,7446.0,-0.064,12798.203058242798,19197.304587364197,6399.101529121399,6015.0
561,7173.458999633789,-0.043411247,6031,7499.0,-0.196,14346.917999267578,18093.0,3746.082000732422,3095.0
562,6772.119665443897,-0.028250868,6830,6969.0,-0.02,13544.239330887794,20316.35899633169,6772.119665443897,6552.0
563,6769.572842121124,0.12246279,6786,6031.0,0.125,13539.145684242249,20308.718526363373,6769.572842121124,6031.0
564,6906.27420425415,0.011167528,5713,6830.0,-0.164,13812.5484085083,17139.0,3326.451591491699,3479.0
565,6765.873218536377,-0.0029659253,6591,6786.0,-0.029,13531.746437072754,19773.0,6241.253562927246,6201.0
566,4885.568228185177,-0.14483313,5870,5713.0,0.027,9771.136456370354,14656.70468455553,4885.568228185177,5713.0
567,3819.7623767852783,-0.42045784,4459,6591.0,-0.323,7639.524753570557,11459.287130355835,3819.7623767852783,195.0
568,5780.88820040226,-0.01518086,7410,5870.0,0.262,11561.77640080452,17342.66460120678,5780.88820040226,5870.0
569,6696.058701038361,0.5016952,6966,4459.0,0.562,13392.117402076721,20088.17610311508,6696.058701038361,4459.0
570,7327.819268703461,-0.01109052,7592,7410.0,0.025,14655.638537406921,21983.457806110382,7327.819268703461,7410.0
571,7150.686930656433,0.026512597,8173,6966.0,0.173,14301.373861312866,21452.0607919693,7150.686930656433,6966.0
572,7509.47375535965,-0.010870133,6861,7592.0,-0.096,15018.9475107193,20583.0,5564.052489280701,5399.0
573,7927.436590731144,-0.030045677,6904,8173.0,-0.155,15854.873181462288,20712.0,4857.126818537712,4366.0
574,6837.235244750977,-0.003463732,6685,6861.0,-0.026,13674.470489501953,20055.0,6380.529510498047,6333.0
575,6878.562068939209,-0.0036845142,6597,6904.0,-0.044,13757.124137878418,19791.0,6033.875862121582,5983.0
576,6548.766339123249,-0.02037899,7105,6685.0,0.063,13097.532678246498,19646.299017369747,6548.766339123249,6685.0
577,6546.318925738335,-0.0076824543,7216,6597.0,0.094,13092.63785147667,19638.956777215004,6546.318925738335,6597.0
578,7066.148935556412,-0.005468157,7580,7105.0,0.067,14132.297871112823,21198.446806669235,7066.148935556412,7105.0
579,7096.872801780701,-0.016508773,7261,7216.0,0.006,14193.745603561401,21290.618405342102,7096.872801780701,7216.0
580,6949.866000413895,-0.08313115,7175,7580.0,-0.053,13899.73200082779,20849.598001241684,6949.866000413895,6365.0
581,7275.94508099556,0.002058234,6824,7261.0,-0.06,14551.89016199112,20472.0,5920.109838008881,5950.0
582,6963.192039728165,-0.02952025,5464,7175.0,-0.238,13926.38407945633,16392.0,2465.6159205436707,2042.0
583,6242.91278553009,-0.08515348,7013,6824.0,0.028,12485.82557106018,18728.73835659027,6242.91278553009,6824.0
584,5566.782584190369,0.018810924,7273,5464.0,0.331,11133.565168380737,16700.347752571106,5566.782584190369,5464.0
585,6654.077968478203,-0.051179547,7534,7013.0,0.074,13308.155936956406,19962.23390543461,6654.077968478203,7013.0
586,7146.520703315735,-0.017390257,7286,7273.0,0.002,14293.04140663147,21439.562109947205,7146.520703315735,7273.0
587,6531.578213214874,-0.13305303,5786,7534.0,-0.232,13063.156426429749,17358.0,4294.8435735702515,2290.0
588,6366.896200656891,-0.12614655,6299,7286.0,-0.135,12733.792401313782,18897.0,6163.207598686218,4325.0
589,6682.287005186081,0.15490617,6544,5786.0,0.131,13364.574010372162,19632.0,6267.425989627838,5786.0
590,6905.203269600868,0.09623802,6883,6299.0,0.093,13810.406539201736,20649.0,6838.593460798264,6299.0
591,6586.973676681519,0.006566853,6784,6544.0,0.037,13173.947353363037,19760.921030044556,6586.973676681519,6544.0
592,6905.277051210403,0.003236508,7347,6883.0,0.067,13810.554102420807,20715.83115363121,6905.277051210403,6883.0
593,6969.212905883789,0.027301427,7605,6784.0,0.121,13938.425811767578,20907.638717651367,6969.212905883789,6784.0
594,7306.26336479187,-0.0055446476,7148,7347.0,-0.027,14612.52672958374,21444.0,6831.47327041626,6750.0
595,7304.407598376274,-0.039525654,7865,7605.0,0.034,14608.815196752548,21913.222795128822,7304.407598376274,7605.0
596,6028.005432605743,-0.1566864,4549,7148.0,-0.364,12056.010865211487,13647.0,1590.9891347885132,-649.0
597,6588.171637952328,-0.16234307,6530,7865.0,-0.17,13176.343275904655,19590.0,6413.6567240953445,3860.0
598,6576.8289939165115,0.44577467,7006,4549.0,0.54,13153.657987833023,19730.486981749535,6576.8289939165115,4549.0
599,6693.154875040054,0.024985455,7375,6530.0,0.129,13386.309750080109,20079.464625120163,6693.154875040054,6530.0
600,7033.962671041489,0.0039912383,7765,7006.0,0.108,14067.925342082977,21101.888013124466,7033.962671041489,7006.0
601,6966.125540435314,-0.055440612,7582,7375.0,0.028,13932.251080870628,20898.376621305943,6966.125540435314,7375.0
602,6591.523987054825,-0.15112373,6053,7765.0,-0.22,13183.04797410965,18159.0,4975.95202589035,2629.0
